"gene"	"neg_log10_pval"	"neg_Log10_padj"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"SPP1"	31.2366590676957	27.0879947277135	82.9756207944919	-3.33719491725642	0.298634065064494	5.79883741398683e-32	8.16592284637626e-28
"MAGEA3"	26.727266094303	22.8796317499848	200.266088269028	-1.52881554550488	0.142727758391868	1.87384604184958e-27	1.31937499806629e-23
"CFH"	25.0023750236304	21.3308319383678	2429.15888830364	1.46332781095654	0.141405356647548	9.94546232079125e-26	4.66840001337941e-22
"EEF1A2"	22.2502195976609	18.7036152490067	3987.05229690689	1.20776161034765	0.12399191016725	5.62057053504938e-23	1.97872185686413e-19
"DMKN"	18.7308709726223	15.2811766369761	94.6831838397705	-1.96241088106778	0.225284401523036	1.85835648432234e-19	5.23387520244544e-16
"LINC00665"	18.4336704495756	15.063157359977	244.621655414365	-1.78399647823897	0.205153226493611	3.68408422507266e-19	8.64654567624554e-16
"ATP11C"	15.893659915968	12.590093616	72.5290412386888	-1.99426805352974	0.25179182164745	1.27743874430146e-16	2.56984177103617e-13
"TACSTD2"	15.5984882484546	12.3529138954643	107.540017411552	-1.63909687991595	0.205772894183069	2.52064538469131e-16	4.43696603840288e-13
"ZNF615"	14.6191599667407	11.4247381361978	36.5584593481813	-1.87031938535972	0.246170247069577	2.40347734723064e-15	3.76064088930022e-12
"ZNF260"	13.0520255190833	9.90336117910102	72.1708324966225	-1.81870728480724	0.254928427762272	8.87103884405808e-14	1.24921969002026e-10
"SIRPA"	11.7773581784419	8.67008652361787	56.0473999733389	-1.78342079620555	0.265000504810074	1.66971297332553e-12	2.13753619003365e-09
"CALD1"	10.7950124569384	7.72552936300382	298.266140126542	-1.962992165433	0.311520078640419	1.60319940520431e-11	1.88135450200725e-08
"CHD1"	10.061245844203	7.02652485652759	2733.66187992931	-0.715121269505071	0.121202198638647	8.68468669802238e-11	9.40751985242701e-08
"CHD3"	9.90839371999449	6.90585741569049	2108.7621144547	-0.452276899096614	0.0760216353380909	1.23482746363973e-10	1.24206002449819e-07
"CCDC183-AS1"	9.22413524045866	6.25156215953211	170.835745415936	0.852074816723268	0.149946143104942	5.96849397149774e-10	5.60322214044207e-07
"ADH1C"	8.5311074244238	5.58656306709749	37.9494876403631	1.29436101597074	0.229521413766619	2.94369340976072e-09	2.59081816226566e-06
"DPYD"	8.50151753304751	5.58330211444355	716.337961348082	0.923915433820912	0.169687633727699	3.15124715758547e-09	2.61034485135992e-06
"BLMH"	8.19868953258196	5.32702775849925	72.6340500818266	-1.21246044277869	0.221169148810756	6.32864110109078e-09	4.70947224227789e-06
"CNN3"	8.19693849752866	5.32702775849925	128.992768042042	-1.26153164728626	0.229749793380568	6.3542091040534e-09	4.70947224227789e-06
"NEB"	8.14129564804982	5.29366130373156	38.0536087288206	2.04389013058384	0.394518863956848	7.22277942032208e-09	5.08555898984877e-06
"FAS"	7.96363217573026	5.13718713048195	507.053624802449	1.1642117382997	0.217188474309678	1.08734615795915e-08	7.29143266494322e-06
"GALNT6"	7.6836521502377	4.87741049107767	173.993816227026	-0.816295527441067	0.164344163557181	2.07180010031974e-08	1.3261404096683e-05
"CLDN18"	7.60163012098301	4.81469361701837	17.5427195963991	-2.57251953767924	0.581230277930301	2.50247575768699e-08	1.53216798346731e-05
"GINM1"	7.54455804935276	4.77610495108213	759.659399504987	0.373744395847787	0.0801459287586255	2.85392102300669e-08	1.67453816024918e-05
"MAGEA6"	7.38332276718403	4.63259843587384	94.0036083475609	-0.88521234841649	0.181413711494504	4.13692105021054e-08	2.33024488916259e-05
"MEX3B"	7.27998545952118	4.54629446750976	92.4522839289335	-0.828206556737082	0.173558032587389	5.2482503145969e-08	2.84253311269821e-05
"UST"	7.17300272889428	4.45570215307103	27.2956973927347	1.46260726261514	0.293349508490429	6.71424634008438e-08	3.50185248003956e-05
"ZNF253"	7.03375499844883	4.33224868980881	24.7087382270464	-1.67234139584626	0.346201846573382	9.25219977488013e-08	4.65319561535222e-05
"ROBO1"	6.96161108022392	4.27534473814064	15.4931811866919	-1.9140590216652	0.413624241234975	1.09241818183312e-07	5.30463201261173e-05
"ENTPD5"	6.87745817331987	4.2059150880573	547.376672452252	0.490104715201349	0.110650076039084	1.32599481749592e-07	6.22421967332585e-05
"FOXD1"	6.83105287517516	4.17375022902719	59.2846472163065	1.77912376024505	0.383549551819457	1.47552687754708e-07	6.70269983536063e-05
"ADH6"	6.63019171263333	3.986677350971	54.3087678909635	1.42270511128584	0.305182874874887	2.34319421985942e-07	0.000103115190637688
"SPECC1"	6.51537550742697	3.88522510732263	480.705037141775	-0.494646657273049	0.118255217412407	3.05228085453205e-07	0.000130249148465213
"MAP7D1"	6.49371571353285	3.87653029059287	2983.24035860698	-0.374605307305056	0.09393800795274	3.20836881554867e-07	0.00013288308723693
"TGFB1"	6.4239250690409	3.81932877340894	1013.7712709892	-0.654726140569706	0.158244686757812	3.76768799146983e-07	0.00015159023513108
"HOXC6"	6.35335430817139	3.76099246895644	295.741153139132	-0.462774554433542	0.114315557385955	4.43246884622627e-07	0.000173383406368218
"THEM4"	6.26194100231833	3.68147838640309	468.367068400624	-0.385642228659461	0.100120985253419	5.47090278518894e-07	0.000208219602759542
"MRAS"	6.20245565633911	3.63837980005214	18.6734304301004	-1.5474966816366	0.361221922600054	6.27399753398464e-07	0.000229943003585108
"RNU6-1"	6.19597953300787	3.63837980005214	40.6150502038882	1.54864814562033	0.362039654297116	6.36825531871837e-07	0.000229943003585108
