"gene"	"neg_log10_pval"	"neg_Log10_padj"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"CDH17"	26.1724434212188	22.0237790812366	114.655114245291	2.53558585285221	0.252161411722302	6.72289887624403e-27	9.46718619752685e-23
"SPECC1"	22.889961469276	19.0423271249578	480.705037141775	-1.09397696898579	0.110666184334458	1.2883638506122e-23	9.0713698721605e-20
"CHD3"	18.4875635469709	14.8160204617084	2108.7621144547	-0.659236786387439	0.075408245091262	3.25414164662657e-19	1.52749408892651e-15
"EEF1A2"	16.1765616185295	12.6299572698753	3987.05229690689	1.01141205759646	0.123094092198548	6.65945029044175e-17	2.34445947475002e-13
"CHD1"	15.7408648615956	12.2911705259494	2733.66187992931	-0.928644813623967	0.114474503209722	1.81608068046474e-16	5.11480962846089e-13
"CFH"	15.420848075436	12.0503349858374	2429.15888830364	1.12568503862602	0.141247229849966	3.79447699863815e-16	8.90563751580375e-13
"CDX2"	13.4999316927476	10.1963653927796	312.767190984775	2.06300643424536	0.302570646052311	3.16277507262762e-14	6.36259979610603e-11
"UST"	12.6815638076426	9.43598945465234	27.2956973927347	1.90124810650723	0.285443931640234	2.08178652141418e-13	3.66446472431932e-10
"SLCO5A1"	11.8397018676002	8.65064695811705	45.1825704121243	-1.65859186007273	0.252884558221733	1.44643236998818e-12	2.23538865193674e-09
"MAGEA3"	11.7693816611083	8.65064695811705	200.266088269028	-0.922332489798255	0.133656222715735	1.70066329637635e-12	2.23538865193674e-09
"ATF5"	11.7579186129411	8.65064695811705	1481.05268797575	0.995215810324546	0.144528456495552	1.7461493517472e-12	2.23538865193674e-09
"GPC4"	11.4305566010283	8.36107350709368	235.1517617712	-1.02449032591794	0.15135266762928	3.71059366662524e-12	4.35438166778472e-09
"ADH1C"	10.7803500420935	7.76504171331223	37.9494876403631	1.42131931019474	0.22367719540598	1.65824981647951e-11	1.71774339264206e-08
"PRLR"	10.7675780176162	7.76504171331223	60.7468233257234	1.25694266423806	0.194985344541056	1.70774091016822e-11	1.71774339264206e-08
"HEPH"	10.1774359077631	7.21171227414681	1259.25047740757	1.16386736738524	0.185337141919028	6.64605746744267e-11	6.1416876535909e-08
"ADH6"	10.1562566314731	7.21171227414681	54.3087678909635	1.72297117243546	0.292590476968062	6.97819929395358e-11	6.1416876535909e-08
"TACSTD2"	9.49184546777533	6.57363004917137	107.540017411552	-1.15406175838339	0.191443093104172	3.22221512750128e-10	2.669131377969e-07
"KALRN"	9.14267168462578	6.27174958024567	1106.95868850194	0.62195894267712	0.113019992106009	7.19993068420825e-10	5.34872684929125e-07
"USP12"	9.14166031927508	6.27174958024567	2268.383493635	0.327419078861731	0.0637342665429796	7.21671709533686e-10	5.34872684929125e-07
"EPHB2"	9.04089127237577	6.19325692805751	100.92319163443	1.48599511004142	0.26327736754755	9.10141102129696e-10	6.40830350009519e-07
"CCDC170"	8.98477658451762	6.15833153926931	54.0670579415014	1.70515169287292	0.314142851841411	1.0356748151287e-09	6.94493940316304e-07
"ZNF615"	8.82925741418344	6.02301575502341	36.5584593481813	-1.28687053869427	0.225851480977868	1.48163963026411e-09	9.48384057880875e-07
"TMEM132A"	8.7138198655587	5.92688336159406	1357.75467753536	-0.77558866863838	0.136931013120968	1.93276981515153e-09	1.18335932769408e-06
"IRF8"	8.40800099582249	5.63954789755186	416.990508647897	1.28937777947905	0.233556385379732	3.90839999608534e-09	2.29325369770307e-06
"LYN"	8.25999648486947	5.51324752565834	320.374736545032	0.886445085542857	0.1596654544048	5.49545321797451e-09	3.06727330109088e-06
"MEX3B"	8.24693851766976	5.51324752565834	92.4522839289335	-0.904012038740106	0.162794514432857	5.66319456244587e-09	3.06727330109088e-06
"MYO1B"	8.20500549994349	5.48770492412024	872.35424894458	-0.873058277802579	0.158175541708694	6.23726936499663e-09	3.25308248881046e-06
"MFSD2A"	8.18538376931376	5.48387746067374	317.69700729696	0.767505383992817	0.142076995062299	6.52553661248867e-09	3.28187880632377e-06
"GPX8"	8.08923332882466	5.40296698674138	56.0457223550727	-1.82107007738917	0.372001309174502	8.14266693986432e-09	3.95396675335067e-06
"ZNF260"	7.93989884261893	5.26835575735636	72.1708324966225	-1.26029174006496	0.236357444222357	1.14842108457934e-08	5.39068857101543e-06
"CIDEC"	7.79552042289654	5.13821777674858	73.3082939051813	1.20606372626074	0.227738437835656	1.60132534351745e-08	7.27414951206864e-06
"DRAM1"	7.72418851209724	5.08067415043491	587.3143438914	-1.37617050901291	0.26709667867891	1.8871720156926e-08	8.30473635155723e-06
"FABP1"	7.6727916059842	5.04264120587985	19.8517579083632	1.86768471577697	0.404665414548622	2.12426353462081e-08	9.06481184682735e-06
"NPY6R"	7.42864968136854	4.81146425842856	37.0389488767821	1.58350908673728	0.32908683161279	3.72692212910313e-08	1.54360345358913e-05
"PLOD2"	7.34342681326568	4.73883051763372	1047.58568360351	0.758960426394206	0.153701778537174	4.53495713840716e-08	1.82460761208713e-05
"LINC00665"	7.16643775461582	4.57407591540087	244.621655414365	-1.00537528593532	0.199648066440511	6.81651265593602e-08	2.66639253391364e-05
"SLC16A1"	7.1296053862881	4.54914277037286	5697.25055992337	0.502044534575266	0.122943850133559	7.41984125358834e-08	2.8239514738657e-05
"SPNS2"	7.06345428043552	4.4945735370701	3602.71743696932	-0.522679548406544	0.127436222041653	8.64063618628037e-08	3.20203786250527e-05
"MSLN"	7.04668630143014	4.4890865684744	137.039747599585	0.906514720373764	0.183595577699537	8.9807725732911e-08	3.24274972761757e-05
