"gene"	"neg_log10_pval"	"neg_Log10_padj"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"RAPGEF3"	14.9000926659443	10.86417771672	286.652062274557	0.917407205674645	0.121095753480531	1.25865682199636e-15	1.3671692546944e-11
"WNT2"	14.5269786597935	10.86417771672	1436.50022613145	0.805140257977429	0.109638087343692	2.97181205598522e-15	1.3671692546944e-11
"WWC3"	14.4889972311284	10.86417771672	973.254700075688	0.459254194196145	0.0635616634308761	3.24341685203467e-15	1.3671692546944e-11
"C1RL"	14.4332003027495	10.86417771672	101.423442131135	1.4299219070383	0.193758507833981	3.68807460127975e-15	1.3671692546944e-11
"SERPING1"	12.2682896986464	8.79617712562489	132.462794002548	1.33145408357441	0.198016964312739	5.39150858838061e-13	1.59890578697015e-09
"CHD1"	10.4807163304058	7.08778500343189	2101.72414773634	-0.821332152168131	0.138325174490827	3.3058540011528e-11	8.1698671881823e-08
"RAB36"	9.09217633190197	5.7661917945587	363.234289221225	0.625192966475902	0.121966047255121	8.08767457382828e-10	1.71320055115322e-06
"SNCG"	8.94463526582259	5.67664267545701	229.102444086394	1.02237676663077	0.187209913074237	1.13596443386847e-09	2.10551007817522e-06
"MGP"	8.88045480736752	5.66361473944931	320.337070347636	1.17395475478311	0.215243643903983	1.31687693965078e-09	2.16962791790463e-06
"APOD"	8.27305824801759	5.10197567066007	4336.49526919585	0.595477615214502	0.126237088807924	5.33263368865751e-09	7.90722923354136e-06
"WDR66"	8.09172622668903	4.96203633448973	52.1040895436281	1.23652135968551	0.245087998788306	8.09606102980638e-09	1.0913490268179e-05
"PSD4"	8.00859359411916	4.91669226280926	966.903478282824	0.462014060185654	0.100794765116735	9.80407005585152e-09	1.21145625656805e-05
"ALPK3"	7.67565763720582	4.61851841215513	518.61559773524	0.868307438296933	0.185735273944319	2.11029107792414e-08	2.40703046949686e-05
"ARHGDIB"	7.5632390395209	4.56540626718742	1250.73155546079	0.554287646602234	0.128270592635606	2.73376362447558e-08	2.72015550786509e-05
"FAM217B"	7.56039758548927	4.56540626718742	1587.80369728314	-0.386879593124791	0.0900850567855809	2.75170843120963e-08	2.72015550786509e-05
